,precision,recall,f1-score,support
funnel-like,0.7540229885057471,0.9493487698986975,0.840486867392697,691.0
tubular,0.9598214285714286,0.5011655011655012,0.6584992343032159,429.0
discoidal,0.7395833333333334,1.0,0.8502994011976048,71.0
micro avg,0.7915966386554621,0.7909319899244333,0.7912641747165057,1191.0
macro avg,0.8178092501368365,0.8168380903547329,0.7830951676311727,1191.0
weighted avg,0.8272910953663146,0.7909319899244333,0.7755196090423703,1191.0
