image,CER,model,feature,source_file
Sorsogona tuberculata_Sp15_L (5).tif,0.0,LLaMA-3.2 Vision,Ostium,ostium_cer_llama.csv
Sorsogona tuberculata_Sp15_L (6).tif,0.0,LLaMA-3.2 Vision,Ostium,ostium_cer_llama.csv
Sorsogona tuberculata_Sp15_L (7).tif,0.0,LLaMA-3.2 Vision,Ostium,ostium_cer_llama.csv
Sorsogona tuberculata_Sp15_L (8).tif,0.0,LLaMA-3.2 Vision,Ostium,ostium_cer_llama.csv
Sorsogona tuberculata_Sp15_L (9).tif,0.0,LLaMA-3.2 Vision,Ostium,ostium_cer_llama.csv
Sorsogona tuberculata_Sp15_R (1).tif,0.0,LLaMA-3.2 Vision,Ostium,ostium_cer_llama.csv
Sorsogona tuberculata_Sp15_R (10).tif,0.8846153846153846,LLaMA-3.2 Vision,Ostium,ostium_cer_llama.csv
Sorsogona tuberculata_Sp15_R (11).tif,0.1538461538461538,LLaMA-3.2 Vision,Ostium,ostium_cer_llama.csv
Sorsogona tuberculata_Sp15_R (12).tif,0.0,LLaMA-3.2 Vision,Ostium,ostium_cer_llama.csv
Sorsogona tuberculata_Sp15_R (13).tif,0.0,LLaMA-3.2 Vision,Ostium,ostium_cer_llama.csv
Sorsogona tuberculata_Sp15_R (14).tif,0.0,LLaMA-3.2 Vision,Ostium,ostium_cer_llama.csv
Sorsogona tuberculata_Sp15_R (15).tif,0.0,LLaMA-3.2 Vision,Ostium,ostium_cer_llama.csv
Sorsogona tuberculata_Sp15_R (16).tif,0.0,LLaMA-3.2 Vision,Ostium,ostium_cer_llama.csv
Sorsogona tuberculata_Sp15_R (17).tif,0.0,LLaMA-3.2 Vision,Ostium,ostium_cer_llama.csv
Sorsogona tuberculata_Sp15_R (18).tif,0.0,LLaMA-3.2 Vision,Ostium,ostium_cer_llama.csv
Sorsogona tuberculata_Sp15_R (2).tif,0.1538461538461538,LLaMA-3.2 Vision,Ostium,ostium_cer_llama.csv
Sorsogona tuberculata_Sp15_R (3).tif,0.1538461538461538,LLaMA-3.2 Vision,Ostium,ostium_cer_llama.csv
Sorsogona tuberculata_Sp15_R (4).tif,0.0,LLaMA-3.2 Vision,Ostium,ostium_cer_llama.csv
Sorsogona tuberculata_Sp15_R (5).tif,0.0,LLaMA-3.2 Vision,Ostium,ostium_cer_llama.csv
Sorsogona tuberculata_Sp15_R (6).tif,0.0,LLaMA-3.2 Vision,Ostium,ostium_cer_llama.csv
Sorsogona tuberculata_Sp15_R (7).tif,0.0,LLaMA-3.2 Vision,Ostium,ostium_cer_llama.csv
Sorsogona tuberculata_Sp15_R (8).tif,0.0,LLaMA-3.2 Vision,Ostium,ostium_cer_llama.csv
Sorsogona tuberculata_Sp15_R (9).tif,0.1538461538461538,LLaMA-3.2 Vision,Ostium,ostium_cer_llama.csv
Synagrops_japonicus_Sp10_L (1).tif,0.0,LLaMA-3.2 Vision,Ostium,ostium_cer_llama.csv
Synagrops_japonicus_Sp10_L (10).tif,0.0,LLaMA-3.2 Vision,Ostium,ostium_cer_llama.csv
Synagrops_japonicus_Sp10_L (11).tif,0.0,LLaMA-3.2 Vision,Ostium,ostium_cer_llama.csv
Synagrops_japonicus_Sp10_L (12).tif,0.0,LLaMA-3.2 Vision,Ostium,ostium_cer_llama.csv
Synagrops_japonicus_Sp10_L (13).tif,0.0,LLaMA-3.2 Vision,Ostium,ostium_cer_llama.csv
Synagrops_japonicus_Sp10_L (14).tif,0.0,LLaMA-3.2 Vision,Ostium,ostium_cer_llama.csv
Synagrops_japonicus_Sp10_L (15).tif,0.0,LLaMA-3.2 Vision,Ostium,ostium_cer_llama.csv
Synagrops_japonicus_Sp10_L (16).tif,0.0,LLaMA-3.2 Vision,Ostium,ostium_cer_llama.csv
Synagrops_japonicus_Sp10_L (17).tif,0.0,LLaMA-3.2 Vision,Ostium,ostium_cer_llama.csv
Synagrops_japonicus_Sp10_L (18).tif,0.0,LLaMA-3.2 Vision,Ostium,ostium_cer_llama.csv
Synagrops_japonicus_Sp10_L (19).tif,0.0,LLaMA-3.2 Vision,Ostium,ostium_cer_llama.csv
Synagrops_japonicus_Sp10_L (2).tif,0.0,LLaMA-3.2 Vision,Ostium,ostium_cer_llama.csv
Synagrops_japonicus_Sp10_L (20).tif,0.0,LLaMA-3.2 Vision,Ostium,ostium_cer_llama.csv
Synagrops_japonicus_Sp10_L (21).tif,0.0,LLaMA-3.2 Vision,Ostium,ostium_cer_llama.csv
Synagrops_japonicus_Sp10_L (22).tif,0.0,LLaMA-3.2 Vision,Ostium,ostium_cer_llama.csv
Synagrops_japonicus_Sp10_L (23).tif,0.0,LLaMA-3.2 Vision,Ostium,ostium_cer_llama.csv
Synagrops_japonicus_Sp10_L (24).tif,0.0,LLaMA-3.2 Vision,Ostium,ostium_cer_llama.csv
Synagrops_japonicus_Sp10_L (25).tif,0.0,LLaMA-3.2 Vision,Ostium,ostium_cer_llama.csv
Synagrops_japonicus_Sp10_L (26).tif,0.0,LLaMA-3.2 Vision,Ostium,ostium_cer_llama.csv
Synagrops_japonicus_Sp10_L (3).tif,0.0,LLaMA-3.2 Vision,Ostium,ostium_cer_llama.csv
Synagrops_japonicus_Sp10_L (4).tif,0.0,LLaMA-3.2 Vision,Ostium,ostium_cer_llama.csv
Synagrops_japonicus_Sp10_L (5).tif,0.0,LLaMA-3.2 Vision,Ostium,ostium_cer_llama.csv
Synagrops_japonicus_Sp10_L (6).tif,0.0,LLaMA-3.2 Vision,Ostium,ostium_cer_llama.csv
Synagrops_japonicus_Sp10_L (7).tif,0.0,LLaMA-3.2 Vision,Ostium,ostium_cer_llama.csv
Synagrops_japonicus_Sp10_L (8).tif,0.0,LLaMA-3.2 Vision,Ostium,ostium_cer_llama.csv
Synagrops_japonicus_Sp10_L (9).tif,0.0,LLaMA-3.2 Vision,Ostium,ostium_cer_llama.csv
Synagrops_japonicus_Sp10_R (1).tif,0.0,LLaMA-3.2 Vision,Ostium,ostium_cer_llama.csv
Synagrops_japonicus_Sp10_R (10).tif,0.0,LLaMA-3.2 Vision,Ostium,ostium_cer_llama.csv
Synagrops_japonicus_Sp10_R (11).tif,0.0,LLaMA-3.2 Vision,Ostium,ostium_cer_llama.csv
Synagrops_japonicus_Sp10_R (12).tif,0.0,LLaMA-3.2 Vision,Ostium,ostium_cer_llama.csv
Synagrops_japonicus_Sp10_R (13).tif,0.0,LLaMA-3.2 Vision,Ostium,ostium_cer_llama.csv
Synagrops_japonicus_Sp10_R (14).tif,0.0,LLaMA-3.2 Vision,Ostium,ostium_cer_llama.csv
Synagrops_japonicus_Sp10_R (15).tif,0.0,LLaMA-3.2 Vision,Ostium,ostium_cer_llama.csv
Synagrops_japonicus_Sp10_R (16).tif,0.0,LLaMA-3.2 Vision,Ostium,ostium_cer_llama.csv
Synagrops_japonicus_Sp10_R (17).tif,0.0,LLaMA-3.2 Vision,Ostium,ostium_cer_llama.csv
Synagrops_japonicus_Sp10_R (18).tif,0.0,LLaMA-3.2 Vision,Ostium,ostium_cer_llama.csv
Synagrops_japonicus_Sp10_R (19).tif,0.0,LLaMA-3.2 Vision,Ostium,ostium_cer_llama.csv
Synagrops_japonicus_Sp10_R (2).tif,0.0,LLaMA-3.2 Vision,Ostium,ostium_cer_llama.csv
Synagrops_japonicus_Sp10_R (20).tif,0.0,LLaMA-3.2 Vision,Ostium,ostium_cer_llama.csv
Synagrops_japonicus_Sp10_R (21).tif,0.0,LLaMA-3.2 Vision,Ostium,ostium_cer_llama.csv
Synagrops_japonicus_Sp10_R (22).tif,0.0,LLaMA-3.2 Vision,Ostium,ostium_cer_llama.csv
Synagrops_japonicus_Sp10_R (3).tif,0.0,LLaMA-3.2 Vision,Ostium,ostium_cer_llama.csv
Synagrops_japonicus_Sp10_R (4).tif,0.0,LLaMA-3.2 Vision,Ostium,ostium_cer_llama.csv
Synagrops_japonicus_Sp10_R (5).tif,0.0,LLaMA-3.2 Vision,Ostium,ostium_cer_llama.csv
Synagrops_japonicus_Sp10_R (6).tif,0.0,LLaMA-3.2 Vision,Ostium,ostium_cer_llama.csv
Synagrops_japonicus_Sp10_R (7).tif,0.0,LLaMA-3.2 Vision,Ostium,ostium_cer_llama.csv
Synagrops_japonicus_Sp10_R (8).tif,0.0,LLaMA-3.2 Vision,Ostium,ostium_cer_llama.csv
Synagrops_japonicus_Sp10_R (9).tif,0.0,LLaMA-3.2 Vision,Ostium,ostium_cer_llama.csv
Synagrops_japonicus_Sp9_L (1).tif,0.0,LLaMA-3.2 Vision,Ostium,ostium_cer_llama.csv
Synagrops_japonicus_Sp9_L (10).tif,0.0,LLaMA-3.2 Vision,Ostium,ostium_cer_llama.csv
Synagrops_japonicus_Sp9_L (11).tif,0.0,LLaMA-3.2 Vision,Ostium,ostium_cer_llama.csv
Synagrops_japonicus_Sp9_L (12).tif,0.0,LLaMA-3.2 Vision,Ostium,ostium_cer_llama.csv
Synagrops_japonicus_Sp9_L (13).tif,0.0,LLaMA-3.2 Vision,Ostium,ostium_cer_llama.csv
Synagrops_japonicus_Sp9_L (14).tif,0.0,LLaMA-3.2 Vision,Ostium,ostium_cer_llama.csv
Synagrops_japonicus_Sp9_L (15).tif,0.0,LLaMA-3.2 Vision,Ostium,ostium_cer_llama.csv
Synagrops_japonicus_Sp9_L (16).tif,0.0,LLaMA-3.2 Vision,Ostium,ostium_cer_llama.csv
Synagrops_japonicus_Sp9_L (17).tif,0.0,LLaMA-3.2 Vision,Ostium,ostium_cer_llama.csv
Synagrops_japonicus_Sp9_L (18).tif,0.0,LLaMA-3.2 Vision,Ostium,ostium_cer_llama.csv
Synagrops_japonicus_Sp9_L (19).tif,0.0,LLaMA-3.2 Vision,Ostium,ostium_cer_llama.csv
Synagrops_japonicus_Sp9_L (2).tif,0.0,LLaMA-3.2 Vision,Ostium,ostium_cer_llama.csv
Synagrops_japonicus_Sp9_L (20).tif,0.0,LLaMA-3.2 Vision,Ostium,ostium_cer_llama.csv
Synagrops_japonicus_Sp9_L (21).tif,0.0,LLaMA-3.2 Vision,Ostium,ostium_cer_llama.csv
Synagrops_japonicus_Sp9_L (22).tif,0.0,LLaMA-3.2 Vision,Ostium,ostium_cer_llama.csv
Synagrops_japonicus_Sp9_L (23).tif,0.0,LLaMA-3.2 Vision,Ostium,ostium_cer_llama.csv
Synagrops_japonicus_Sp9_L (24).tif,0.0,LLaMA-3.2 Vision,Ostium,ostium_cer_llama.csv
Synagrops_japonicus_Sp9_L (25).tif,0.0,LLaMA-3.2 Vision,Ostium,ostium_cer_llama.csv
Synagrops_japonicus_Sp9_L (26).tif,0.0,LLaMA-3.2 Vision,Ostium,ostium_cer_llama.csv
Synagrops_japonicus_Sp9_L (3).tif,0.0,LLaMA-3.2 Vision,Ostium,ostium_cer_llama.csv
Synagrops_japonicus_Sp9_L (4).tif,0.0,LLaMA-3.2 Vision,Ostium,ostium_cer_llama.csv
Synagrops_japonicus_Sp9_L (5).tif,0.0,LLaMA-3.2 Vision,Ostium,ostium_cer_llama.csv
Synagrops_japonicus_Sp9_L (6).tif,0.0,LLaMA-3.2 Vision,Ostium,ostium_cer_llama.csv
Synagrops_japonicus_Sp9_L (7).tif,0.0,LLaMA-3.2 Vision,Ostium,ostium_cer_llama.csv
Synagrops_japonicus_Sp9_L (8).tif,0.0,LLaMA-3.2 Vision,Ostium,ostium_cer_llama.csv
Synagrops_japonicus_Sp9_L (9).tif,0.0,LLaMA-3.2 Vision,Ostium,ostium_cer_llama.csv
Synagrops_japonicus_Sp9_R (1).tif,0.0,LLaMA-3.2 Vision,Ostium,ostium_cer_llama.csv
Synagrops_japonicus_Sp9_R (10).tif,0.0,LLaMA-3.2 Vision,Ostium,ostium_cer_llama.csv
Synagrops_japonicus_Sp9_R (11).tif,0.0,LLaMA-3.2 Vision,Ostium,ostium_cer_llama.csv
Synagrops_japonicus_Sp9_R (12).tif,0.0,LLaMA-3.2 Vision,Ostium,ostium_cer_llama.csv
Synagrops_japonicus_Sp9_R (13).tif,0.0,LLaMA-3.2 Vision,Ostium,ostium_cer_llama.csv
Synagrops_japonicus_Sp9_R (14).tif,0.0,LLaMA-3.2 Vision,Ostium,ostium_cer_llama.csv
Synagrops_japonicus_Sp9_R (15).tif,0.0,LLaMA-3.2 Vision,Ostium,ostium_cer_llama.csv
Synagrops_japonicus_Sp9_R (16).tif,0.0,LLaMA-3.2 Vision,Ostium,ostium_cer_llama.csv
Synagrops_japonicus_Sp9_R (17).tif,0.0,LLaMA-3.2 Vision,Ostium,ostium_cer_llama.csv
Synagrops_japonicus_Sp9_R (18).tif,0.0,LLaMA-3.2 Vision,Ostium,ostium_cer_llama.csv
Synagrops_japonicus_Sp9_R (19).tif,0.0,LLaMA-3.2 Vision,Ostium,ostium_cer_llama.csv
Synagrops_japonicus_Sp9_R (2).tif,0.0,LLaMA-3.2 Vision,Ostium,ostium_cer_llama.csv
Synagrops_japonicus_Sp9_R (20).tif,0.0,LLaMA-3.2 Vision,Ostium,ostium_cer_llama.csv
Synagrops_japonicus_Sp9_R (21).tif,0.0,LLaMA-3.2 Vision,Ostium,ostium_cer_llama.csv
Synagrops_japonicus_Sp9_R (22).tif,0.0,LLaMA-3.2 Vision,Ostium,ostium_cer_llama.csv
Synagrops_japonicus_Sp9_R (23).tif,0.0,LLaMA-3.2 Vision,Ostium,ostium_cer_llama.csv
Synagrops_japonicus_Sp9_R (24).tif,0.0,LLaMA-3.2 Vision,Ostium,ostium_cer_llama.csv
Synagrops_japonicus_Sp9_R (25).tif,0.0,LLaMA-3.2 Vision,Ostium,ostium_cer_llama.csv
Synagrops_japonicus_Sp9_R (3).tif,0.0,LLaMA-3.2 Vision,Ostium,ostium_cer_llama.csv
Synagrops_japonicus_Sp9_R (4).tif,0.0,LLaMA-3.2 Vision,Ostium,ostium_cer_llama.csv
Synagrops_japonicus_Sp9_R (5).tif,0.0,LLaMA-3.2 Vision,Ostium,ostium_cer_llama.csv
Synagrops_japonicus_Sp9_R (6).tif,0.0,LLaMA-3.2 Vision,Ostium,ostium_cer_llama.csv
Synagrops_japonicus_Sp9_R (7).tif,0.0,LLaMA-3.2 Vision,Ostium,ostium_cer_llama.csv
Synagrops_japonicus_Sp9_R (8).tif,0.0,LLaMA-3.2 Vision,Ostium,ostium_cer_llama.csv
Synagrops_japonicus_Sp9_R (9).tif,0.0,LLaMA-3.2 Vision,Ostium,ostium_cer_llama.csv
Uranoscopus sp_Sp10_L (1).tif,1.0,LLaMA-3.2 Vision,Ostium,ostium_cer_llama.csv
Uranoscopus sp_Sp10_L (10).tif,1.0,LLaMA-3.2 Vision,Ostium,ostium_cer_llama.csv
Uranoscopus sp_Sp10_L (11).tif,0.0,LLaMA-3.2 Vision,Ostium,ostium_cer_llama.csv
Uranoscopus sp_Sp10_L (12).tif,1.0,LLaMA-3.2 Vision,Ostium,ostium_cer_llama.csv
Uranoscopus sp_Sp10_L (13).tif,1.0,LLaMA-3.2 Vision,Ostium,ostium_cer_llama.csv
Uranoscopus sp_Sp10_L (14).tif,1.0,LLaMA-3.2 Vision,Ostium,ostium_cer_llama.csv
Uranoscopus sp_Sp10_L (15).tif,1.0,LLaMA-3.2 Vision,Ostium,ostium_cer_llama.csv
Uranoscopus sp_Sp10_L (16).tif,0.0,LLaMA-3.2 Vision,Ostium,ostium_cer_llama.csv
Uranoscopus sp_Sp10_L (17).tif,0.0,LLaMA-3.2 Vision,Ostium,ostium_cer_llama.csv
Uranoscopus sp_Sp10_L (18).tif,0.0,LLaMA-3.2 Vision,Ostium,ostium_cer_llama.csv
Uranoscopus sp_Sp10_L (19).tif,0.0,LLaMA-3.2 Vision,Ostium,ostium_cer_llama.csv
Uranoscopus sp_Sp10_L (2).tif,0.0,LLaMA-3.2 Vision,Ostium,ostium_cer_llama.csv
Uranoscopus sp_Sp10_L (20).tif,1.0,LLaMA-3.2 Vision,Ostium,ostium_cer_llama.csv
Uranoscopus sp_Sp10_L (21).tif,0.0,LLaMA-3.2 Vision,Ostium,ostium_cer_llama.csv
Uranoscopus sp_Sp10_L (22).tif,0.0,LLaMA-3.2 Vision,Ostium,ostium_cer_llama.csv
Uranoscopus sp_Sp10_L (23).tif,1.0,LLaMA-3.2 Vision,Ostium,ostium_cer_llama.csv
Uranoscopus sp_Sp10_L (24).tif,0.0,LLaMA-3.2 Vision,Ostium,ostium_cer_llama.csv
Uranoscopus sp_Sp10_L (25).tif,1.0,LLaMA-3.2 Vision,Ostium,ostium_cer_llama.csv
Uranoscopus sp_Sp10_L (26).tif,0.0,LLaMA-3.2 Vision,Ostium,ostium_cer_llama.csv
Uranoscopus sp_Sp10_L (27).tif,0.0,LLaMA-3.2 Vision,Ostium,ostium_cer_llama.csv
Uranoscopus sp_Sp10_L (28).tif,1.0,LLaMA-3.2 Vision,Ostium,ostium_cer_llama.csv
Uranoscopus sp_Sp10_L (29).tif,1.0,LLaMA-3.2 Vision,Ostium,ostium_cer_llama.csv
Uranoscopus sp_Sp10_L (3).tif,1.0,LLaMA-3.2 Vision,Ostium,ostium_cer_llama.csv
Uranoscopus sp_Sp10_L (30).tif,1.0,LLaMA-3.2 Vision,Ostium,ostium_cer_llama.csv
Uranoscopus sp_Sp10_L (31).tif,0.0,LLaMA-3.2 Vision,Ostium,ostium_cer_llama.csv
Uranoscopus sp_Sp10_L (32).tif,0.0,LLaMA-3.2 Vision,Ostium,ostium_cer_llama.csv
Uranoscopus sp_Sp10_L (33).tif,0.0,LLaMA-3.2 Vision,Ostium,ostium_cer_llama.csv
Uranoscopus sp_Sp10_L (34).tif,0.0,LLaMA-3.2 Vision,Ostium,ostium_cer_llama.csv
Uranoscopus sp_Sp10_L (35).tif,1.0,LLaMA-3.2 Vision,Ostium,ostium_cer_llama.csv
Uranoscopus sp_Sp10_L (36).tif,0.0,LLaMA-3.2 Vision,Ostium,ostium_cer_llama.csv
Uranoscopus sp_Sp10_L (37).tif,0.0,LLaMA-3.2 Vision,Ostium,ostium_cer_llama.csv
Uranoscopus sp_Sp10_L (38).tif,0.0,LLaMA-3.2 Vision,Ostium,ostium_cer_llama.csv
Uranoscopus sp_Sp10_L (39).tif,0.0,LLaMA-3.2 Vision,Ostium,ostium_cer_llama.csv
Uranoscopus sp_Sp10_L (4).tif,1.0,LLaMA-3.2 Vision,Ostium,ostium_cer_llama.csv
Uranoscopus sp_Sp10_L (40).tif,0.0,LLaMA-3.2 Vision,Ostium,ostium_cer_llama.csv
Uranoscopus sp_Sp10_L (41).tif,0.0,LLaMA-3.2 Vision,Ostium,ostium_cer_llama.csv
Uranoscopus sp_Sp10_L (5).tif,0.0,LLaMA-3.2 Vision,Ostium,ostium_cer_llama.csv
Uranoscopus sp_Sp10_L (6).tif,1.0,LLaMA-3.2 Vision,Ostium,ostium_cer_llama.csv
Uranoscopus sp_Sp10_L (7).tif,1.0,LLaMA-3.2 Vision,Ostium,ostium_cer_llama.csv
Uranoscopus sp_Sp10_L (8).tif,1.0,LLaMA-3.2 Vision,Ostium,ostium_cer_llama.csv
Uranoscopus sp_Sp10_L (9).tif,1.0,LLaMA-3.2 Vision,Ostium,ostium_cer_llama.csv
Uranoscopus sp_Sp10_R (1).tif,0.0,LLaMA-3.2 Vision,Ostium,ostium_cer_llama.csv
Uranoscopus sp_Sp10_R (10).tif,0.0,LLaMA-3.2 Vision,Ostium,ostium_cer_llama.csv
Uranoscopus sp_Sp10_R (11).tif,0.0,LLaMA-3.2 Vision,Ostium,ostium_cer_llama.csv
Uranoscopus sp_Sp10_R (12).tif,0.0,LLaMA-3.2 Vision,Ostium,ostium_cer_llama.csv
Uranoscopus sp_Sp10_R (13).tif,0.0,LLaMA-3.2 Vision,Ostium,ostium_cer_llama.csv
Uranoscopus sp_Sp10_R (14).tif,0.0,LLaMA-3.2 Vision,Ostium,ostium_cer_llama.csv
Uranoscopus sp_Sp10_R (15).tif,0.0,LLaMA-3.2 Vision,Ostium,ostium_cer_llama.csv
Uranoscopus sp_Sp10_R (16).tif,0.0,LLaMA-3.2 Vision,Ostium,ostium_cer_llama.csv
Uranoscopus sp_Sp10_R (17).tif,0.0,LLaMA-3.2 Vision,Ostium,ostium_cer_llama.csv
Uranoscopus sp_Sp10_R (18).tif,0.0,LLaMA-3.2 Vision,Ostium,ostium_cer_llama.csv
Uranoscopus sp_Sp10_R (19).tif,0.0,LLaMA-3.2 Vision,Ostium,ostium_cer_llama.csv
Uranoscopus sp_Sp10_R (2).tif,0.0,LLaMA-3.2 Vision,Ostium,ostium_cer_llama.csv
Uranoscopus sp_Sp10_R (20).tif,0.0,LLaMA-3.2 Vision,Ostium,ostium_cer_llama.csv
Uranoscopus sp_Sp10_R (21).tif,0.0,LLaMA-3.2 Vision,Ostium,ostium_cer_llama.csv
Uranoscopus sp_Sp10_R (22).tif,1.0,LLaMA-3.2 Vision,Ostium,ostium_cer_llama.csv
Uranoscopus sp_Sp10_R (23).tif,1.0,LLaMA-3.2 Vision,Ostium,ostium_cer_llama.csv
Uranoscopus sp_Sp10_R (24).tif,1.0,LLaMA-3.2 Vision,Ostium,ostium_cer_llama.csv
Uranoscopus sp_Sp10_R (25).tif,1.0,LLaMA-3.2 Vision,Ostium,ostium_cer_llama.csv
Uranoscopus sp_Sp10_R (26).tif,1.0,LLaMA-3.2 Vision,Ostium,ostium_cer_llama.csv
Uranoscopus sp_Sp10_R (27).tif,1.0,LLaMA-3.2 Vision,Ostium,ostium_cer_llama.csv
Uranoscopus sp_Sp10_R (28).tif,1.0,LLaMA-3.2 Vision,Ostium,ostium_cer_llama.csv
Uranoscopus sp_Sp10_R (29).tif,1.0,LLaMA-3.2 Vision,Ostium,ostium_cer_llama.csv
Uranoscopus sp_Sp10_R (3).tif,1.0,LLaMA-3.2 Vision,Ostium,ostium_cer_llama.csv
Uranoscopus sp_Sp10_R (30).tif,1.0,LLaMA-3.2 Vision,Ostium,ostium_cer_llama.csv
Uranoscopus sp_Sp10_R (31).tif,1.0,LLaMA-3.2 Vision,Ostium,ostium_cer_llama.csv
Uranoscopus sp_Sp10_R (32).tif,0.0,LLaMA-3.2 Vision,Ostium,ostium_cer_llama.csv
Uranoscopus sp_Sp10_R (33).tif,0.0,LLaMA-3.2 Vision,Ostium,ostium_cer_llama.csv
Uranoscopus sp_Sp10_R (34).tif,1.0,LLaMA-3.2 Vision,Ostium,ostium_cer_llama.csv
Uranoscopus sp_Sp10_R (35).tif,1.0,LLaMA-3.2 Vision,Ostium,ostium_cer_llama.csv
Uranoscopus sp_Sp10_R (36).tif,1.0,LLaMA-3.2 Vision,Ostium,ostium_cer_llama.csv
Uranoscopus sp_Sp10_R (37).tif,1.0,LLaMA-3.2 Vision,Ostium,ostium_cer_llama.csv
Uranoscopus sp_Sp10_R (38).tif,1.0,LLaMA-3.2 Vision,Ostium,ostium_cer_llama.csv
Uranoscopus sp_Sp10_R (39).tif,1.0,LLaMA-3.2 Vision,Ostium,ostium_cer_llama.csv
Uranoscopus sp_Sp10_R (4).tif,0.0,LLaMA-3.2 Vision,Ostium,ostium_cer_llama.csv
Uranoscopus sp_Sp10_R (40).tif,1.0,LLaMA-3.2 Vision,Ostium,ostium_cer_llama.csv
Uranoscopus sp_Sp10_R (41).tif,1.0,LLaMA-3.2 Vision,Ostium,ostium_cer_llama.csv
Uranoscopus sp_Sp10_R (5).tif,1.0,LLaMA-3.2 Vision,Ostium,ostium_cer_llama.csv
Uranoscopus sp_Sp10_R (6).tif,0.0,LLaMA-3.2 Vision,Ostium,ostium_cer_llama.csv
Uranoscopus sp_Sp10_R (7).tif,0.0,LLaMA-3.2 Vision,Ostium,ostium_cer_llama.csv
Uranoscopus sp_Sp10_R (8).tif,0.0,LLaMA-3.2 Vision,Ostium,ostium_cer_llama.csv
Uranoscopus sp_Sp10_R (9).tif,1.0,LLaMA-3.2 Vision,Ostium,ostium_cer_llama.csv
ab3980512.tif,0.0,Gemma-3,Cauda,cauda_cer_gemma.csv
ab3980518.tif,0.0,Gemma-3,Cauda,cauda_cer_gemma.csv
ab3980520.tif,0.0,Gemma-3,Cauda,cauda_cer_gemma.csv
Api 3 dorsal1.6x3.tif,0.0,Gemma-3,Cauda,cauda_cer_gemma.csv
Api dorsal 1.6x.tif,0.0,Gemma-3,Cauda,cauda_cer_gemma.csv
Brachypterois serrulata_Sp4_L (1).tif,0.0,Gemma-3,Cauda,cauda_cer_gemma.csv
Brachypterois serrulata_Sp4_L (10).tif,0.0,Gemma-3,Cauda,cauda_cer_gemma.csv
Brachypterois serrulata_Sp4_L (100).tif,0.0,Gemma-3,Cauda,cauda_cer_gemma.csv
Brachypterois serrulata_Sp4_L (101).tif,0.0,Gemma-3,Cauda,cauda_cer_gemma.csv
Brachypterois serrulata_Sp4_L (102).tif,0.0,Gemma-3,Cauda,cauda_cer_gemma.csv
Brachypterois serrulata_Sp4_L (103).tif,0.0,Gemma-3,Cauda,cauda_cer_gemma.csv
Brachypterois serrulata_Sp4_L (104).tif,0.0,Gemma-3,Cauda,cauda_cer_gemma.csv
Brachypterois serrulata_Sp4_L (105).tif,0.0,Gemma-3,Cauda,cauda_cer_gemma.csv
Brachypterois serrulata_Sp4_L (106).tif,0.0,Gemma-3,Cauda,cauda_cer_gemma.csv
Brachypterois serrulata_Sp4_L (107).tif,0.0,Gemma-3,Cauda,cauda_cer_gemma.csv
Brachypterois serrulata_Sp4_L (108).tif,0.0,Gemma-3,Cauda,cauda_cer_gemma.csv
Brachypterois serrulata_Sp4_L (109).tif,0.0,Gemma-3,Cauda,cauda_cer_gemma.csv
Brachypterois serrulata_Sp4_L (11).tif,0.0,Gemma-3,Cauda,cauda_cer_gemma.csv
Brachypterois serrulata_Sp4_L (110).tif,0.0,Gemma-3,Cauda,cauda_cer_gemma.csv
Brachypterois serrulata_Sp4_L (111).tif,0.0,Gemma-3,Cauda,cauda_cer_gemma.csv
Brachypterois serrulata_Sp4_L (112).tif,0.0,Gemma-3,Cauda,cauda_cer_gemma.csv
Brachypterois serrulata_Sp4_L (113).tif,0.0,Gemma-3,Cauda,cauda_cer_gemma.csv
Brachypterois serrulata_Sp4_L (114).tif,0.0,Gemma-3,Cauda,cauda_cer_gemma.csv
Brachypterois serrulata_Sp4_L (115).tif,0.0,Gemma-3,Cauda,cauda_cer_gemma.csv
Brachypterois serrulata_Sp4_L (116).tif,0.0,Gemma-3,Cauda,cauda_cer_gemma.csv
Brachypterois serrulata_Sp4_L (12).tif,0.0,Gemma-3,Cauda,cauda_cer_gemma.csv
Brachypterois serrulata_Sp4_L (13).tif,0.0,Gemma-3,Cauda,cauda_cer_gemma.csv
Brachypterois serrulata_Sp4_L (14).tif,0.0,Gemma-3,Cauda,cauda_cer_gemma.csv
Brachypterois serrulata_Sp4_L (15).tif,0.0,Gemma-3,Cauda,cauda_cer_gemma.csv
Brachypterois serrulata_Sp4_L (16).tif,0.0,Gemma-3,Cauda,cauda_cer_gemma.csv
Brachypterois serrulata_Sp4_L (17).tif,0.0,Gemma-3,Cauda,cauda_cer_gemma.csv
Brachypterois serrulata_Sp4_L (18).tif,0.0,Gemma-3,Cauda,cauda_cer_gemma.csv
Brachypterois serrulata_Sp4_L (19).tif,0.0,Gemma-3,Cauda,cauda_cer_gemma.csv
Brachypterois serrulata_Sp4_L (2).tif,0.0,Gemma-3,Cauda,cauda_cer_gemma.csv
Brachypterois serrulata_Sp4_L (20).tif,0.0,Gemma-3,Cauda,cauda_cer_gemma.csv
Brachypterois serrulata_Sp4_L (21).tif,0.0,Gemma-3,Cauda,cauda_cer_gemma.csv
Brachypterois serrulata_Sp4_L (22).tif,0.0,Gemma-3,Cauda,cauda_cer_gemma.csv
Brachypterois serrulata_Sp4_L (23).tif,0.0,Gemma-3,Cauda,cauda_cer_gemma.csv
